step time Total Potential Kinetic Kinetic_1 Kinetic_2 Kinetic_3
6122 6.122 -0.0263087 -0.0516821 0.0253734 2.08963e-05 0.0138828 0.0114697
6123 6.123 -0.0263081 -0.0516811 0.025373 2.07477e-05 0.0138839 0.0114684
6124 6.124 -0.0263075 -0.05168 0.0253725 2.05998e-05 0.0138849 0.011467
6125 6.125 -0.0263069 -0.051679 0.0253721 2.04526e-05 0.013886 0.0114657
6126 6.126 -0.0263063 -0.051678 0.0253717 2.0306e-05 0.0138871 0.0114643
6127 6.127 -0.0263057 -0.0516771 0.0253714 2.016e-05 0.0138882 0.011463
6128 6.128 -0.0263051 -0.0516761 0.025371 2.00148e-05 0.0138893 0.0114617
6129 6.129 -0.0263045 -0.0516751 0.0253707 1.98702e-05 0.0138904 0.0114603
6130 6.13 -0.0263039 -0.0516742 0.0253703 1.97262e-05 0.0138916 0.011459
6131 6.131 -0.0263033 -0.0516733 0.02537 1.9583e-05 0.0138927 0.0114577
6132 6.132 -0.0263027 -0.0516724 0.0253697 1.94404e-05 0.0138939 0.0114564
6133 6.133 -0.0263021 -0.0516715 0.0253694 1.92985e-05 0.0138951 0.011455
6134 6.134 -0.0263015 -0.0516706 0.0253691 1.91573e-05 0.0138963 0.0114537
6135 6.135 -0.0263009 -0.0516697 0.0253689 1.90168e-05 0.0138975 0.0114524
6136 6.136 -0.0263002 -0.0516689 0.0253686 1.88769e-05 0.0138987 0.0114511
6137 6.137 -0.0262996 -0.0516681 0.0253684 1.87378e-05 0.0138999 0.0114498
6138 6.138 -0.026299 -0.0516672 0.0253682 1.85993e-05 0.0139012 0.0114484
6139 6.139 -0.0262984 -0.0516664 0.025368 1.84616e-05 0.0139024 0.0114471
6140 6.14 -0.0262978 -0.0516656 0.0253678 1.83245e-05 0.0139037 0.0114458
6141 6.141 -0.0262972 -0.0516649 0.0253676 1.81881e-05 0.013905 0.0114445
6142 6.142 -0.0262966 -0.0516641 0.0253675 1.80525e-05 0.0139063 0.0114432
6143 6.143 -0.026296 -0.0516634 0.0253673 1.79175e-05 0.0139076 0.0114419
6144 6.144 -0.0262954 -0.0516626 0.0253672 1.77833e-05 0.0139089 0.0114406
6145 6.145 -0.0262948 -0.0516619 0.0253671 1.76497e-05 0.0139102 0.0114393
6146 6.146 -0.0262942 -0.0516612 0.025367 1.75169e-05 0.0139115 0.011438
6147 6.147 -0.0262936 -0.0516605 0.0253669 1.73848e-05 0.0139129 0.0114367
6148 6.148 -0.026293 -0.0516599 0.0253669 1.72534e-05 0.0139143 0.0114353
6149 6.149 -0.0262924 -0.0516592 0.0253668 1.71227e-05 0.0139156 0.0114341
6150 6.15 -0.0262918 -0.0516586 0.0253668 1.69928e-05 0.013917 0.0114328
6151 6.151 -0.0262912 -0.0516579 0.0253667 1.68635e-05 0.0139184 0.0114315
6152 6.152 -0.0262906 -0.0516573 0.0253667 1.67351e-05 0.0139198 0.0114302
6153 6.153 -0.02629 -0.0516567 0.0253667 1.66073e-05 0.0139213 0.0114289
6154 6.154 -0.0262894 -0.0516561 0.0253668 1.64803e-05 0.0139227 0.0114276
6155 6.155 -0.0262888 -0.0516556 0.0253668 1.6354e-05 0.0139241 0.0114263
6156 6.156 -0.0262882 -0.051655 0.0253668 1.62284e-05 0.0139256 0.011425
6157 6.157 -0.0262876 -0.0516545 0.0253669 1.61036e-05 0.0139271 0.0114237
6158 6.158 -0.026287 -0.0516539 0.025367 1.59795e-05 0.0139286 0.0114224
6159 6.159 -0.0262863 -0.0516534 0.0253671 1.58562e-05 0.0139301 0.0114212
6160 6.16 -0.0262857 -0.0516529 0.0253672 1.57336e-05 0.0139316 0.0114199
6161 6.161 -0.0262851 -0.0516524 0.0253673 1.56118e-05 0.0139331 0.0114186
6162 6.162 -0.0262845 -0.051652 0.0253674 1.54907e-05 0.0139346 0.0114173
6163 6.163 -0.0262839 -0.0516515 0.0253676 1.53704e-05 0.0139362 0.011416
6164 6.164 -0.0262833 -0.0516511 0.0253677 1.52508e-05 0.0139377 0.0114148
6165 6.165 -0.0262827 -0.0516506 0.0253679 1.5132e-05 0.0139393 0.0114135
6166 6.166 -0.0262821 -0.0516502 0.0253681 1.50139e-05 0.0139409 0.0114122
6167 6.167 -0.0262815 -0.0516498 0.0253683 1.48967e-05 0.0139425 0.011411
6168 6.168 -0.0262809 -0.0516494 0.0253685 1.47801e-05 0.0139441 0.0114097
6169 6.169 -0.0262803 -0.0516491 0.0253688 1.46644e-05 0.0139457 0.0114084
6170 6.17 -0.0262797 -0.0516487 0.025369 1.45494e-05 0.0139473 0.0114072
6171 6.171 -0.0262791 -0.0516484 0.0253693 1.44352e-05 0.0139489 0.0114059
6172 6.172 -0.0262785 -0.051648 0.0253696 1.43218e-05 0.0139506 0.0114046
6173 6.173 -0.0262779 -0.0516477 0.0253698 1.42092e-05 0.0139522 0.0114034
6174 6.174 -0.0262773 -0.0516474 0.0253701 1.40973e-05 0.0139539 0.0114021
6175 6.175 -0.0262767 -0.0516471 0.0253705 1.39862e-05 0.0139556 0.0114009
6176 6.176 -0.0262761 -0.0516469 0.0253708 1.38759e-05 0.0139573 0.0113996
6177 6.177 -0.0262755 -0.0516466 0.0253711 1.37665e-05 0.013959 0.0113984
6178 6.178 -0.0262749 -0.0516464 0.0253715 1.36577e-05 0.0139607 0.0113971
6179 6.179 -0.0262742 -0.0516461 0.0253719 1.35498e-05 0.0139624 0.0113959
6180 6.18 -0.0262736 -0.0516459 0.0253723 1.34427e-05 0.0139642 0.0113946
6181 6.181 -0.026273 -0.0516457 0.0253727 1.33364e-05 0.0139659 0.0113934
6182 6.182 -0.0262724 -0.0516455 0.0253731 1.32309e-05 0.0139677 0.0113922
6183 6.183 -0.0262718 -0.0516454 0.0253735 1.31262e-05 0.0139695 0.0113909
6184 6.184 -0.0262712 -0.0516452 0.025374 1.30222e-05 0.0139713 0.0113897
6185 6.185 -0.0262706 -0.0516451 0.0253744 1.29191e-05 0.0139731 0.0113885
6186 6.186 -0.02627 -0.0516449 0.0253749 1.28168e-05 0.0139749 0.0113872
6187 6.187 -0.0262694 -0.0516448 0.0253754 1.27154e-05 0.0139767 0.011386
6188 6.188 -0.0262688 -0.0516447 0.0253759 1.26147e-05 0.0139785 0.0113848
6189 6.189 -0.0262682 -0.0516446 0.0253764 1.25148e-05 0.0139804 0.0113835
6190 6.19 -0.0262676 -0.0516445 0.0253769 1.24158e-05 0.0139822 0.0113823
6191 6.191 -0.026267 -0.0516445 0.0253775 1.23176e-05 0.0139841 0.0113811
6192 6.192 -0.0262664 -0.0516444 0.025378 1.22202e-05 0.013986 0.0113799
6193 6.193 -0.0262658 -0.0516444 0.0253786 1.21237e-05 0.0139878 0.0113787
6194 6.194 -0.0262652 -0.0516444 0.0253792 1.20279e-05 0.0139897 0.0113774
6195 6.195 -0.0262646 -0.0516444 0.0253798 1.1933e-05 0.0139916 0.0113762
6196 6.196 -0.026264 -0.0516444 0.0253804 1.1839e-05 0.0139936 0.011375
6197 6.197 -0.0262633 -0.0516444 0.025381 1.17457e-05 0.0139955 0.0113738
6198 6.198 -0.0262627 -0.0516444 0.0253817 1.16533e-05 0.0139974 0.0113726
6199 6.199 -0.0262621 -0.0516445 0.0253823 1.15618e-05 0.0139994 0.0113714
6200 6.2 -0.0262615 -0.0516445 0.025383 1.14711e-05 0.0140013 0.0113702
6201 6.201 -0.0262609 -0.0516446 0.0253837 1.13812e-05 0.0140033 0.011369
6202 6.202 -0.0262603 -0.0516447 0.0253844 1.12922e-05 0.0140053 0.0113678
6203 6.203 -0.0262597 -0.0516448 0.0253851 1.1204e-05 0.0140073 0.0113666
6204 6.204 -0.0262591 -0.0516449 0.0253858 1.11167e-05 0.0140093 0.0113654
6205 6.205 -0.0262585 -0.051645 0.0253865 1.10302e-05 0.0140113 0.0113642
6206 6.206 -0.0262579 -0.0516452 0.0253873 1.09446e-05 0.0140133 0.011363
6207 6.207 -0.0262573 -0.0516453 0.025388 1.08598e-05 0.0140154 0.0113618
6208 6.208 -0.0262567 -0.0516455 0.0253888 1.07759e-05 0.0140174 0.0113606
6209 6.209 -0.0262561 -0.0516457 0.0253896 1.06929e-05 0.0140195 0.0113594
6210 6.21 -0.0262555 -0.0516459 0.0253904 1.06107e-05 0.0140216 0.0113583
6211 6.211 -0.0262549 -0.0516461 0.0253912 1.05294e-05 0.0140236 0.0113571
6212 6.212 -0.0262543 -0.0516463 0.0253921 1.0449e-05 0.0140257 0.0113559
6213 6.213 -0.0262536 -0.0516466 0.0253929 1.03694e-05 0.0140278 0.0113547
6214 6.214 -0.026253 -0.0516468 0.0253938 1.02907e-05 0.0140299 0.0113535
6215 6.215 -0.0262524 -0.0516471 0.0253946 1.02129e-05 0.0140321 0.0113524
6216 6.216 -0.0262518 -0.0516473 0.0253955 1.0136e-05 0.0140342 0.0113512
6217 6.217 -0.0262512 -0.0516476 0.0253964 1.00599e-05 0.0140363 0.01135
6218 6.218 -0.0262506 -0.0516479 0.0253973 9.98471e-06 0.0140385 0.0113489
6219 6.219 -0.02625 -0.0516482 0.0253982 9.91041e-06 0.0140406 0.0113477
6220 6.22 -0.0262494 -0.0516486 0.0253992 9.837e-06 0.0140428 0.0113465
6221 6.221 -0.0262488 -0.0516489 0.0254001 9.76447e-06 0.014045 0.0113454
6222 6.222 -0.0262482 -0.0516493 0.0254011 9.69283e-06 0.0140472 0.0113442
6223 6.223 -0.0262476 -0.0516496 0.0254021 9.62209e-06 0.0140494 0.0113431
6224 6.224 -0.026247 -0.05165 0.0254031 9.55224e-06 0.0140516 0.0113419
6225 6.225 -0.0262464 -0.0516504 0.0254041 9.48328e-06 0.0140538 0.0113408
6226 6.226 -0.0262457 -0.0516508 0.0254051 9.41523e-06 0.0140561 0.0113396
6227 6.227 -0.0262451 -0.0516512 0.0254061 9.34807e-06 0.0140583 0.0113385
6228 6.228 -0.0262445 -0.0516517 0.0254071 9.28182e-06 0.0140605 0.0113373
6229 6.229 -0.0262439 -0.0516521 0.0254082 9.21647e-06 0.0140628 0.0113362
6230 6.23 -0.0262433 -0.0516526 0.0254093 9.15202e-06 0.0140651 0.011335
6231 6.231 -0.0262427 -0.051653 0.0254103 9.08849e-06 0.0140674 0.0113339
6232 6.232 -0.0262421 -0.0516535 0.0254114 9.02586e-06 0.0140697 0.0113328
6233 6.233 -0.0262415 -0.051654 0.0254125 8.96415e-06 0.014072 0.0113316
6234 6.234 -0.0262409 -0.0516545 0.0254137 8.90335e-06 0.0140743 0.0113305
6235 6.235 -0.0262403 -0.0516551 0.0254148 8.84347e-06 0.0140766 0.0113294
6236 6.236 -0.0262397 -0.0516556 0.0254159 8.78451e-06 0.0140789 0.0113282
6237 6.237 -0.0262391 -0.0516561 0.0254171 8.72647e-06 0.0140813 0.0113271
6238 6.238 -0.0262384 -0.0516567 0.0254183 8.66935e-06 0.0140836 0.011326
6239 6.239 -0.0262378 -0.0516573 0.0254194 8.61315e-06 0.014086 0.0113249
6240 6.24 -0.0262372 -0.0516579 0.0254206 8.55788e-06 0.0140883 0.0113237
6241 6.241 -0.0262366 -0.0516585 0.0254218 8.50354e-06 0.0140907 0.0113226
6242 6.242 -0.026236 -0.0516591 0.0254231 8.45013e-06 0.0140931 0.0113215
6243 6.243 -0.0262354 -0.0516597 0.0254243 8.39766e-06 0.0140955 0.0113204
6244 6.244 -0.0262348 -0.0516603 0.0254255 8.34611e-06 0.0140979 0.0113193
6245 6.245 -0.0262342 -0.051661 0.0254268 8.29551e-06 0.0141003 0.0113182
6246 6.246 -0.0262336 -0.0516616 0.0254281 8.24584e-06 0.0141027 0.0113171
6247 6.247 -0.026233 -0.0516623 0.0254293 8.19711e-06 0.0141052 0.011316
6248 6.248 -0.0262324 -0.051663 0.0254306 8.14933e-06 0.0141076 0.0113149
6249 6.249 -0.0262317 -0.0516637 0.0254319 8.10249e-06 0.0141101 0.0113138
6250 6.25 -0.0262311 -0.0516644 0.0254333 8.05659e-06 0.0141125 0.0113127
6251 6.251 -0.0262305 -0.0516651 0.0254346 8.01164e-06 0.014115 0.0113116
6252 6.252 -0.0262299 -0.0516659 0.0254359 7.96765e-06 0.0141175 0.0113105
6253 6.253 -0.0262293 -0.0516666 0.0254373 7.9246e-06 0.01412 0.0113094
6254 6.254 -0.0262287 -0.0516674 0.0254387 7.88251e-06 0.0141224 0.0113083
6255 6.255 -0.0262281 -0.0516681 0.02544 7.84137e-06 0.014125 0.0113073
6256 6.256 -0.0262275 -0.0516689 0.0254414 7.80119e-06 0.0141275 0.0113062
6257 6.257 -0.0262269 -0.0516697 0.0254428 7.76197e-06 0.01413 0.0113051
6258 6.258 -0.0262263 -0.0516705 0.0254443 7.72371e-06 0.0141325 0.011304
6259 6.259 -0.0262256 -0.0516713 0.0254457 7.68642e-06 0.0141351 0.0113029
6260 6.26 -0.026225 -0.0516722 0.0254471 7.65009e-06 0.0141376 0.0113019
6261 6.261 -0.0262244 -0.051673 0.0254486 7.61472e-06 0.0141402 0.0113008
6262 6.262 -0.0262238 -0.0516739 0.0254501 7.58033e-06 0.0141427 0.0112997
6263 6.263 -0.0262232 -0.0516747 0.0254515 7.5469e-06 0.0141453 0.0112987
6264 6.264 -0.0262226 -0.0516756 0.025453 7.51445e-06 0.0141479 0.0112976
6265 6.265 -0.026222 -0.0516765 0.0254545 7.48297e-06 0.0141505 0.0112965
6266 6.266 -0.0262214 -0.0516774 0.025456 7.45246e-06 0.0141531 0.0112955
6267 6.267 -0.0262208 -0.0516783 0.0254576 7.42294e-06 0.0141557 0.0112944
6268 6.268 -0.0262201 -0.0516792 0.0254591 7.39439e-06 0.0141583 0.0112934
6269 6.269 -0.0262195 -0.0516802 0.0254606 7.36682e-06 0.0141609 0.0112923
6270 6.27 -0.0262189 -0.0516811 0.0254622 7.34024e-06 0.0141636 0.0112913
6271 6.271 -0.0262183 -0.0516821 0.0254638 7.31464e-06 0.0141662 0.0112902
6272 6.272 -0.0262177 -0.0516831 0.0254654 7.29003e-06 0.0141689 0.0112892
6273 6.273 -0.0262171 -0.051684 0.025467 7.2664e-06 0.0141715 0.0112882
6274 6.274 -0.0262165 -0.051685 0.0254686 7.24376e-06 0.0141742 0.0112871
6275 6.275 -0.0262159 -0.051686 0.0254702 7.22212e-06 0.0141769 0.0112861
6276 6.276 -0.0262152 -0.0516871 0.0254718 7.20147e-06 0.0141796 0.0112851
6277 6.277 -0.0262146 -0.0516881 0.0254735 7.18181e-06 0.0141823 0.011284
6278 6.278 -0.026214 -0.0516891 0.0254751 7.16316e-06 0.014185 0.011283
6279 6.279 -0.0262134 -0.0516902 0.0254768 7.1455e-06 0.0141877 0.011282
6280 6.28 -0.0262128 -0.0516912 0.0254785 7.12883e-06 0.0141904 0.0112809
6281 6.281 -0.0262122 -0.0516923 0.0254801 7.11317e-06 0.0141931 0.0112799
6282 6.282 -0.0262116 -0.0516934 0.0254818 7.09852e-06 0.0141958 0.0112789
6283 6.283 -0.026211 -0.0516945 0.0254836 7.08487e-06 0.0141986 0.0112779
6284 6.284 -0.0262103 -0.0516956 0.0254853 7.07222e-06 0.0142013 0.0112769
6285 6.285 -0.0262097 -0.0516967 0.025487 7.06059e-06 0.0142041 0.0112759
6286 6.286 -0.0262091 -0.0516979 0.0254887 7.04996e-06 0.0142068 0.0112749
6287 6.287 -0.0262085 -0.051699 0.0254905 7.04035e-06 0.0142096 0.0112739
6288 6.288 -0.0262079 -0.0517002 0.0254923 7.03174e-06 0.0142124 0.0112729
6289 6.289 -0.0262073 -0.0517013 0.025494 7.02416e-06 0.0142152 0.0112719
6290 6.29 -0.0262067 -0.0517025 0.0254958 7.01759e-06 0.014218 0.0112709
6291 6.291 -0.026206 -0.0517037 0.0254976 7.01203e-06 0.0142208 0.0112699
6292 6.292 -0.0262054 -0.0517049 0.0254994 7.0075e-06 0.0142236 0.0112689
6293 6.293 -0.0262048 -0.0517061 0.0255013 7.00399e-06 0.0142264 0.0112679
6294 6.294 -0.0262042 -0.0517073 0.0255031 7.0015e-06 0.0142292 0.0112669
6295 6.295 -0.0262036 -0.0517085 0.0255049 7.00003e-06 0.014232 0.0112659
6296 6.296 -0.026203 -0.0517098 0.0255068 6.99959e-06 0.0142349 0.0112649
6297 6.297 -0.0262024 -0.051711 0.0255087 7.00018e-06 0.0142377 0.0112639
6298 6.298 -0.0262017 -0.0517123 0.0255105 7.00179e-06 0.0142406 0.011263
6299 6.299 -0.0262011 -0.0517135 0.0255124 7.00444e-06 0.0142434 0.011262
6300 6.3 -0.0262005 -0.0517148 0.0255143 7.00812e-06 0.0142463 0.011261
6301 6.301 -0.0261999 -0.0517161 0.0255162 7.01283e-06 0.0142492 0.0112601
6302 6.302 -0.0261993 -0.0517174 0.0255181 7.01857e-06 0.014252 0.0112591
6303 6.303 -0.0261987 -0.0517187 0.0255201 7.02536e-06 0.0142549 0.0112581
6304 6.304 -0.026198 -0.05172 0.025522 7.03317e-06 0.0142578 0.0112572
6305 6.305 -0.0261974 -0.0517214 0.025524 7.04203e-06 0.0142607 0.0112562
6306 6.306 -0.0261968 -0.0517227 0.0255259 7.05193e-06 0.0142636 0.0112552
6307 6.307 -0.0261962 -0.0517241 0.0255279 7.06287e-06 0.0142665 0.0112543
6308 6.308 -0.0261956 -0.0517254 0.0255299 7.07486e-06 0.0142695 0.0112533
6309 6.309 -0.026195 -0.0517268 0.0255319 7.08789e-06 0.0142724 0.0112524
6310 6.31 -0.0261943 -0.0517282 0.0255339 7.10196e-06 0.0142753 0.0112514
6311 6.311 -0.0261937 -0.0517296 0.0255359 7.11709e-06 0.0142783 0.0112505
6312 6.312 -0.0261931 -0.051731 0.0255379 7.13326e-06 0.0142812 0.0112496
6313 6.313 -0.0261925 -0.0517324 0.0255399 7.15048e-06 0.0142842 0.0112486
6314 6.314 -0.0261919 -0.0517338 0.025542 7.16876e-06 0.0142871 0.0112477
6315 6.315 -0.0261913 -0.0517353 0.025544 7.18808e-06 0.0142901 0.0112467
6316 6.316 -0.0261906 -0.0517367 0.0255461 7.20847e-06 0.0142931 0.0112458
6317 6.317 -0.02619 -0.0517382 0.0255481 7.2299e-06 0.014296 0.0112449
6318 6.318 -0.0261894 -0.0517396 0.0255502 7.2524e-06 0.014299 0.011244
6319 6.319 -0.0261888 -0.0517411 0.0255523 7.27595e-06 0.014302 0.011243
6320 6.32 -0.0261882 -0.0517426 0.0255544 7.30057e-06 0.014305 0.0112421
6321 6.321 -0.0261875 -0.0517441 0.0255565 7.32624e-06 0.014308 0.0112412
6322 6.322 -0.0261869 -0.0517456 0.0255587 7.35298e-06 0.014311 0.0112403
6323 6.323 -0.0261863 -0.0517471 0.0255608 7.38078e-06 0.014314 0.0112394
6324 6.324 -0.0261857 -0.0517486 0.0255629 7.40964e-06 0.014317 0.0112385
6325 6.325 -0.0261851 -0.0517501 0.0255651 7.43957e-06 0.0143201 0.0112376
6326 6.326 -0.0261844 -0.0517517 0.0255672 7.47057e-06 0.0143231 0.0112367
6327 6.327 -0.0261838 -0.0517532 0.0255694 7.50264e-06 0.0143261 0.0112358
6328 6.328 -0.0261832 -0.0517548 0.0255716 7.53578e-06 0.0143292 0.0112349
6329 6.329 -0.0261826 -0.0517564 0.0255738 7.56999e-06 0.0143322 0.011234
6330 6.33 -0.026182 -0.0517579 0.025576 7.60527e-06 0.0143353 0.0112331
6331 6.331 -0.0261814 -0.0517595 0.0255782 7.64162e-06 0.0143383 0.0112322
6332 6.332 -0.0261807 -0.0517611 0.0255804 7.67905e-06 0.0143414 0.0112313
6333 6.333 -0.0261801 -0.0517627 0.0255826 7.71756e-06 0.0143445 0.0112304
6334 6.334 -0.0261795 -0.0517643 0.0255848 7.75714e-06 0.0143476 0.0112295
6335 6.335 -0.0261789 -0.051766 0.0255871 7.7978e-06 0.0143506 0.0112286
6336 6.336 -0.0261782 -0.0517676 0.0255893 7.83954e-06 0.0143537 0.0112278
6337 6.337 -0.0261776 -0.0517692 0.0255916 7.88236e-06 0.0143568 0.0112269
6338 6.338 -0.026177 -0.0517709 0.0255939 7.92626e-06 0.0143599 0.011226
6339 6.339 -0.0261764 -0.0517725 0.0255962 7.97125e-06 0.014363 0.0112252
6340 6.34 -0.0261758 -0.0517742 0.0255984 8.01731e-06 0.0143661 0.0112243
6341 6.341 -0.0261751 -0.0517759 0.0256007 8.06447e-06 0.0143693 0.0112234
6342 6.342 -0.0261745 -0.0517776 0.025603 8.11271e-06 0.0143724 0.0112226
6343 6.343 -0.0261739 -0.0517793 0.0256054 8.16203e-06 0.0143755 0.0112217
6344 6.344 -0.0261733 -0.051781 0.0256077 8.21245e-06 0.0143786 0.0112209
6345 6.345 -0.0261727 -0.0517827 0.02561 8.26395e-06 0.0143818 0.01122
6346 6.346 -0.026172 -0.0517844 0.0256124 8.31654e-06 0.0143849 0.0112191
6347 6.347 -0.0261714 -0.0517861 0.0256147 8.37023e-06 0.014388 0.0112183
6348 6.348 -0.0261708 -0.0517879 0.0256171 8.425e-06 0.0143912 0.0112175
6349 6.349 -0.0261702 -0.0517896 0.0256194 8.48087e-06 0.0143943 0.0112166
6350 6.35 -0.0261695 -0.0517914 0.0256218 8.53784e-06 0.0143975 0.0112158
6351 6.351 -0.0261689 -0.0517931 0.0256242 8.5959e-06 0.0144007 0.0112149
6352 6.352 -0.0261683 -0.0517949 0.0256266 8.65505e-06 0.0144038 0.0112141
6353 6.353 -0.0261677 -0.0517967 0.025629 8.7153e-06 0.014407 0.0112133
6354 6.354 -0.026167 -0.0517984 0.0256314 8.77665e-06 0.0144102 0.0112125
6355 6.355 -0.0261664 -0.0518002 0.0256338 8.8391e-06 0.0144133 0.0112116
6356 6.356 -0.0261658 -0.051802 0.0256362 8.90265e-06 0.0144165 0.0112108
6357 6.357 -0.0261652 -0.0518038 0.0256387 8.9673e-06 0.0144197 0.01121
6358 6.358 -0.0261646 -0.0518057 0.0256411 9.03305e-06 0.0144229 0.0112092
6359 6.359 -0.0261639 -0.0518075 0.0256436 9.0999e-06 0.0144261 0.0112084
6360 6.36 -0.0261633 -0.0518093 0.025646 9.16786e-06 0.0144293 0.0112075
6361 6.361 -0.0261627 -0.0518112 0.0256485 9.23692e-06 0.0144325 0.0112067
6362 6.362 -0.0261621 -0.051813 0.025651 9.30708e-06 0.0144357 0.0112059
6363 6.363 -0.0261614 -0.0518149 0.0256534 9.37835e-06 0.0144389 0.0112051
6364 6.364 -0.0261608 -0.0518167 0.0256559 9.45073e-06 0.0144422 0.0112043
6365 6.365 -0.0261602 -0.0518186 0.0256584 9.52422e-06 0.0144454 0.0112035
6366 6.366 -0.0261595 -0.0518205 0.0256609 9.59881e-06 0.0144486 0.0112027
6367 6.367 -0.0261589 -0.0518224 0.0256635 9.67451e-06 0.0144518 0.011202
6368 6.368 -0.0261583 -0.0518243 0.025666 9.75133e-06 0.0144551 0.0112012
6369 6.369 -0.0261577 -0.0518262 0.0256685 9.82925e-06 0.0144583 0.0112004
6370 6.37 -0.026157 -0.0518281 0.025671 9.90828e-06 0.0144615 0.0111996
6371 6.371 -0.0261564 -0.05183 0.0256736 9.98843e-06 0.0144648 0.0111988
6372 6.372 -0.0261558 -0.0518319 0.0256761 1.00697e-05 0.014468 0.011198
6373 6.373 -0.0261552 -0.0518338 0.0256787 1.01521e-05 0.0144713 0.0111973
6374 6.374 -0.0261545 -0.0518358 0.0256812 1.02355e-05 0.0144745 0.0111965
6375 6.375 -0.0261539 -0.0518377 0.0256838 1.03201e-05 0.0144778 0.0111957
6376 6.376 -0.0261533 -0.0518397 0.0256864 1.04059e-05 0.014481 0.011195
6377 6.377 -0.0261527 -0.0518416 0.025689 1.04927e-05 0.0144843 0.0111942
6378 6.378 -0.026152 -0.0518436 0.0256916 1.05806e-05 0.0144876 0.0111934
6379 6.379 -0.0261514 -0.0518456 0.0256942 1.06697e-05 0.0144908 0.0111927
6380 6.38 -0.0261508 -0.0518476 0.0256968 1.07599e-05 0.0144941 0.0111919
6381 6.381 -0.0261501 -0.0518495 0.0256994 1.08512e-05 0.0144974 0.0111912
6382 6.382 -0.0261495 -0.0518515 0.025702 1.09436e-05 0.0145006 0.0111904
6383 6.383 -0.0261489 -0.0518535 0.0257047 1.10372e-05 0.0145039 0.0111897
6384 6.384 -0.0261483 -0.0518555 0.0257073 1.11318e-05 0.0145072 0.0111889
6385 6.385 -0.0261476 -0.0518576 0.0257099 1.12276e-05 0.0145105 0.0111882
6386 6.386 -0.026147 -0.0518596 0.0257126 1.13245e-05 0.0145138 0.0111875
6387 6.387 -0.0261464 -0.0518616 0.0257152 1.14225e-05 0.0145171 0.0111867
6388 6.388 -0.0261457 -0.0518636 0.0257179 1.15217e-05 0.0145204 0.011186
6389 6.389 -0.0261451 -0.0518657 0.0257206 1.16219e-05 0.0145237 0.0111853
6390 6.39 -0.0261445 -0.0518677 0.0257232 1.17233e-05 0.014527 0.0111846
6391 6.391 -0.0261439 -0.0518698 0.0257259 1.18259e-05 0.0145303 0.0111838
6392 6.392 -0.0261432 -0.0518718 0.0257286 1.19295e-05 0.0145336 0.0111831
6393 6.393 -0.0261426 -0.0518739 0.0257313 1.20343e-05 0.0145369 0.0111824
6394 6.394 -0.026142 -0.051876 0.025734 1.21402e-05 0.0145402 0.0111817
6395 6.395 -0.0261413 -0.051878 0.0257367 1.22472e-05 0.0145435 0.011181
6396 6.396 -0.0261407 -0.0518801 0.0257394 1.23553e-05 0.0145468 0.0111803
6397 6.397 -0.0261401 -0.0518822 0.0257421 1.24646e-05 0.0145501 0.0111796
6398 6.398 -0.0261394 -0.0518843 0.0257449 1.2575e-05 0.0145534 0.0111789
6399 6.399 -0.0261388 -0.0518864 0.0257476 1.26865e-05 0.0145567 0.0111782
6400 6.4 -0.0261382 -0.0518885 0.0257503 1.27992e-05 0.0145601 0.0111775
6401 6.401 -0.0261375 -0.0518906 0.0257531 1.29129e-05 0.0145634 0.0111768
6402 6.402 -0.0261369 -0.0518927 0.0257558 1.30278e-05 0.0145667 0.0111761
6403 6.403 -0.0261363 -0.0518948 0.0257586 1.31439e-05 0.01457 0.0111754
6404 6.404 -0.0261356 -0.051897 0.0257613 1.3261e-05 0.0145734 0.0111747
6405 6.405 -0.026135 -0.0518991 0.0257641 1.33793e-05 0.0145767 0.011174
6406 6.406 -0.0261344 -0.0519012 0.0257669 1.34987e-05 0.01458 0.0111734
6407 6.407 -0.0261337 -0.0519034 0.0257696 1.36193e-05 0.0145833 0.0111727
6408 6.408 -0.0261331 -0.0519055 0.0257724 1.3741e-05 0.0145867 0.011172
6409 6.409 -0.0261325 -0.0519077 0.0257752 1.38638e-05 0.01459 0.0111713
6410 6.41 -0.0261318 -0.0519098 0.025778 1.39877e-05 0.0145934 0.0111707
6411 6.411 -0.0261312 -0.051912 0.0257808 1.41128e-05 0.0145967 0.01117
6412 6.412 -0.0261306 -0.0519142 0.0257836 1.4239e-05 0.0146 0.0111693
6413 6.413 -0.0261299 -0.0519164 0.0257864 1.43663e-05 0.0146034 0.0111687
6414 6.414 -0.0261293 -0.0519185 0.0257892 1.44948e-05 0.0146067 0.011168
6415 6.415 -0.0261287 -0.0519207 0.025792 1.46243e-05 0.01461 0.0111674
6416 6.416 -0.026128 -0.0519229 0.0257949 1.47551e-05 0.0146134 0.0111667
6417 6.417 -0.0261274 -0.0519251 0.0257977 1.48869e-05 0.0146167 0.0111661
6418 6.418 -0.0261268 -0.0519273 0.0258005 1.50199e-05 0.0146201 0.0111654
6419 6.419 -0.0261261 -0.0519295 0.0258034 1.5154e-05 0.0146234 0.0111648
6420 6.42 -0.0261255 -0.0519317 0.0258062 1.52892e-05 0.0146268 0.0111642
6421 6.421 -0.0261249 -0.0519339 0.0258091 1.54256e-05 0.0146301 0.0111635
