step time Total Potential Kinetic Kinetic_1 Kinetic_2 Kinetic_3
22087 22.087 -0.00323329 -0.0113083 0.008075 8.17194e-05 0.00167626 0.00631702
22088 22.088 -0.0032333 -0.0113002 0.00806693 8.17138e-05 0.00167621 0.00630901
22089 22.089 -0.0032333 -0.0112922 0.00805888 8.17081e-05 0.00167615 0.00630102
22090 22.09 -0.0032333 -0.0112841 0.00805084 8.17025e-05 0.00167609 0.00629304
22091 22.091 -0.0032333 -0.0112761 0.00804282 8.16969e-05 0.00167604 0.00628509
22092 22.092 -0.0032333 -0.0112681 0.00803482 8.16913e-05 0.00167598 0.00627715
22093 22.093 -0.0032333 -0.0112601 0.00802683 8.16856e-05 0.00167592 0.00626922
22094 22.094 -0.00323331 -0.0112522 0.00801886 8.168e-05 0.00167587 0.00626132
22095 22.095 -0.00323331 -0.0112442 0.00801091 8.16744e-05 0.00167581 0.00625343
22096 22.096 -0.00323331 -0.0112363 0.00800298 8.16688e-05 0.00167575 0.00624556
22097 22.097 -0.00323331 -0.0112284 0.00799506 8.16631e-05 0.0016757 0.0062377
22098 22.098 -0.00323331 -0.0112205 0.00798716 8.16575e-05 0.00167564 0.00622986
22099 22.099 -0.00323331 -0.0112126 0.00797927 8.16519e-05 0.00167558 0.00622204
22100 22.1 -0.00323332 -0.0112047 0.00797141 8.16463e-05 0.00167553 0.00621423
22101 22.101 -0.00323332 -0.0111969 0.00796355 8.16406e-05 0.00167547 0.00620644
22102 22.102 -0.00323332 -0.011189 0.00795572 8.1635e-05 0.00167541 0.00619867
22103 22.103 -0.00323332 -0.0111812 0.0079479 8.16294e-05 0.00167536 0.00619092
22104 22.104 -0.00323332 -0.0111734 0.0079401 8.16238e-05 0.0016753 0.00618318
22105 22.105 -0.00323332 -0.0111656 0.00793231 8.16181e-05 0.00167524 0.00617545
22106 22.106 -0.00323332 -0.0111579 0.00792454 8.16125e-05 0.00167518 0.00616775
22107 22.107 -0.00323333 -0.0111501 0.00791679 8.16069e-05 0.00167513 0.00616005
22108 22.108 -0.00323333 -0.0111424 0.00790905 8.16013e-05 0.00167507 0.00615238
22109 22.109 -0.00323333 -0.0111347 0.00790133 8.15956e-05 0.00167501 0.00614472
22110 22.11 -0.00323333 -0.011127 0.00789363 8.159e-05 0.00167496 0.00613708
22111 22.111 -0.00323333 -0.0111193 0.00788594 8.15844e-05 0.0016749 0.00612945
22112 22.112 -0.00323333 -0.0111116 0.00787826 8.15788e-05 0.00167484 0.00612184
22113 22.113 -0.00323334 -0.0111039 0.00787061 8.15732e-05 0.00167479 0.00611425
22114 22.114 -0.00323334 -0.0110963 0.00786297 8.15675e-05 0.00167473 0.00610667
22115 22.115 -0.00323334 -0.0110887 0.00785534 8.15619e-05 0.00167467 0.0060991
22116 22.116 -0.00323334 -0.0110811 0.00784773 8.15563e-05 0.00167462 0.00609156
22117 22.117 -0.00323334 -0.0110735 0.00784014 8.15507e-05 0.00167456 0.00608403
22118 22.118 -0.00323334 -0.0110659 0.00783256 8.15451e-05 0.0016745 0.00607651
22119 22.119 -0.00323334 -0.0110583 0.007825 8.15394e-05 0.00167445 0.00606901
22120 22.12 -0.00323335 -0.0110508 0.00781745 8.15338e-05 0.00167439 0.00606152
22121 22.121 -0.00323335 -0.0110433 0.00780992 8.15282e-05 0.00167433 0.00605405
22122 22.122 -0.00323335 -0.0110357 0.0078024 8.15226e-05 0.00167428 0.0060466
22123 22.123 -0.00323335 -0.0110282 0.0077949 8.1517e-05 0.00167422 0.00603916
22124 22.124 -0.00323335 -0.0110208 0.00778741 8.15114e-05 0.00167416 0.00603174
22125 22.125 -0.00323335 -0.0110133 0.00777994 8.15058e-05 0.00167411 0.00602433
22126 22.126 -0.00323335 -0.0110058 0.00777249 8.15001e-05 0.00167405 0.00601694
22127 22.127 -0.00323336 -0.0109984 0.00776505 8.14945e-05 0.00167399 0.00600956
22128 22.128 -0.00323336 -0.010991 0.00775762 8.14889e-05 0.00167394 0.0060022
22129 22.129 -0.00323336 -0.0109836 0.00775021 8.14833e-05 0.00167388 0.00599485
22130 22.13 -0.00323336 -0.0109762 0.00774282 8.14777e-05 0.00167382 0.00598752
22131 22.131 -0.00323336 -0.0109688 0.00773544 8.14721e-05 0.00167377 0.0059802
22132 22.132 -0.00323336 -0.0109614 0.00772808 8.14665e-05 0.00167371 0.0059729
22133 22.133 -0.00323336 -0.0109541 0.00772073 8.14609e-05 0.00167365 0.00596561
22134 22.134 -0.00323337 -0.0109468 0.00771339 8.14552e-05 0.0016736 0.00595834
22135 22.135 -0.00323337 -0.0109394 0.00770607 8.14496e-05 0.00167354 0.00595108
22136 22.136 -0.00323337 -0.0109321 0.00769877 8.1444e-05 0.00167348 0.00594384
22137 22.137 -0.00323337 -0.0109248 0.00769148 8.14384e-05 0.00167343 0.00593661
22138 22.138 -0.00323337 -0.0109176 0.0076842 8.14328e-05 0.00167337 0.0059294
22139 22.139 -0.00323337 -0.0109103 0.00767694 8.14272e-05 0.00167331 0.0059222
22140 22.14 -0.00323337 -0.0109031 0.0076697 8.14216e-05 0.00167326 0.00591502
22141 22.141 -0.00323338 -0.0108958 0.00766246 8.1416e-05 0.0016732 0.00590785
22142 22.142 -0.00323338 -0.0108886 0.00765525 8.14104e-05 0.00167314 0.00590069
22143 22.143 -0.00323338 -0.0108814 0.00764804 8.14048e-05 0.00167309 0.00589355
22144 22.144 -0.00323338 -0.0108742 0.00764086 8.13992e-05 0.00167303 0.00588643
22145 22.145 -0.00323338 -0.0108671 0.00763368 8.13936e-05 0.00167297 0.00587931
22146 22.146 -0.00323338 -0.0108599 0.00762652 8.1388e-05 0.00167292 0.00587222
22147 22.147 -0.00323338 -0.0108528 0.00761938 8.13824e-05 0.00167286 0.00586513
22148 22.148 -0.00323339 -0.0108456 0.00761225 8.13768e-05 0.00167281 0.00585806
22149 22.149 -0.00323339 -0.0108385 0.00760513 8.13712e-05 0.00167275 0.00585101
22150 22.15 -0.00323339 -0.0108314 0.00759803 8.13656e-05 0.00167269 0.00584397
22151 22.151 -0.00323339 -0.0108243 0.00759094 8.136e-05 0.00167264 0.00583694
22152 22.152 -0.00323339 -0.0108173 0.00758386 8.13544e-05 0.00167258 0.00582993
22153 22.153 -0.00323339 -0.0108102 0.0075768 8.13488e-05 0.00167252 0.00582293
22154 22.154 -0.00323339 -0.0108031 0.00756976 8.13432e-05 0.00167247 0.00581595
22155 22.155 -0.00323339 -0.0107961 0.00756272 8.13376e-05 0.00167241 0.00580898
22156 22.156 -0.0032334 -0.0107891 0.00755571 8.1332e-05 0.00167235 0.00580202
22157 22.157 -0.0032334 -0.0107821 0.0075487 8.13264e-05 0.0016723 0.00579508
22158 22.158 -0.0032334 -0.0107751 0.00754171 8.13209e-05 0.00167224 0.00578815
22159 22.159 -0.0032334 -0.0107681 0.00753473 8.13153e-05 0.00167218 0.00578123
22160 22.16 -0.0032334 -0.0107612 0.00752777 8.13097e-05 0.00167213 0.00577433
22161 22.161 -0.0032334 -0.0107542 0.00752082 8.13041e-05 0.00167207 0.00576744
22162 22.162 -0.0032334 -0.0107473 0.00751388 8.12985e-05 0.00167201 0.00576057
22163 22.163 -0.0032334 -0.0107404 0.00750696 8.12929e-05 0.00167196 0.00575371
22164 22.164 -0.00323341 -0.0107335 0.00750005 8.12873e-05 0.0016719 0.00574686
22165 22.165 -0.00323341 -0.0107266 0.00749316 8.12818e-05 0.00167185 0.00574003
22166 22.166 -0.00323341 -0.0107197 0.00748627 8.12762e-05 0.00167179 0.00573321
22167 22.167 -0.00323341 -0.0107128 0.00747941 8.12706e-05 0.00167173 0.0057264
22168 22.168 -0.00323341 -0.010706 0.00747255 8.1265e-05 0.00167168 0.00571961
22169 22.169 -0.00323341 -0.0106991 0.00746571 8.12594e-05 0.00167162 0.00571283
22170 22.17 -0.00323341 -0.0106923 0.00745888 8.12539e-05 0.00167156 0.00570606
22171 22.171 -0.00323341 -0.0106855 0.00745207 8.12483e-05 0.00167151 0.00569931
22172 22.172 -0.00323342 -0.0106787 0.00744526 8.12427e-05 0.00167145 0.00569257
22173 22.173 -0.00323342 -0.0106719 0.00743848 8.12371e-05 0.00167139 0.00568584
22174 22.174 -0.00323342 -0.0106651 0.0074317 8.12316e-05 0.00167134 0.00567913
22175 22.175 -0.00323342 -0.0106584 0.00742494 8.1226e-05 0.00167128 0.00567243
22176 22.176 -0.00323342 -0.0106516 0.00741819 8.12204e-05 0.00167123 0.00566574
22177 22.177 -0.00323342 -0.0106449 0.00741145 8.12148e-05 0.00167117 0.00565907
22178 22.178 -0.00323342 -0.0106382 0.00740473 8.12093e-05 0.00167111 0.00565241
22179 22.179 -0.00323342 -0.0106314 0.00739802 8.12037e-05 0.00167106 0.00564576
22180 22.18 -0.00323342 -0.0106247 0.00739132 8.11981e-05 0.001671 0.00563912
22181 22.181 -0.00323343 -0.0106181 0.00738464 8.11926e-05 0.00167094 0.0056325
22182 22.182 -0.00323343 -0.0106114 0.00737796 8.1187e-05 0.00167089 0.00562589
22183 22.183 -0.00323343 -0.0106047 0.00737131 8.11814e-05 0.00167083 0.00561929
22184 22.184 -0.00323343 -0.0105981 0.00736466 8.11759e-05 0.00167077 0.00561271
22185 22.185 -0.00323343 -0.0105915 0.00735803 8.11703e-05 0.00167072 0.00560614
22186 22.186 -0.00323343 -0.0105848 0.00735141 8.11648e-05 0.00167066 0.00559958
22187 22.187 -0.00323343 -0.0105782 0.0073448 8.11592e-05 0.00167061 0.00559303
22188 22.188 -0.00323343 -0.0105716 0.0073382 8.11536e-05 0.00167055 0.0055865
22189 22.189 -0.00323344 -0.0105651 0.00733162 8.11481e-05 0.00167049 0.00557998
22190 22.19 -0.00323344 -0.0105585 0.00732505 8.11425e-05 0.00167044 0.00557347
22191 22.191 -0.00323344 -0.0105519 0.00731849 8.1137e-05 0.00167038 0.00556697
22192 22.192 -0.00323344 -0.0105454 0.00731195 8.11314e-05 0.00167032 0.00556049
22193 22.193 -0.00323344 -0.0105389 0.00730541 8.11259e-05 0.00167027 0.00555402
22194 22.194 -0.00323344 -0.0105323 0.00729889 8.11203e-05 0.00167021 0.00554756
22195 22.195 -0.00323344 -0.0105258 0.00729239 8.11148e-05 0.00167016 0.00554111
22196 22.196 -0.00323344 -0.0105193 0.00728589 8.11092e-05 0.0016701 0.00553468
22197 22.197 -0.00323344 -0.0105128 0.00727941 8.11037e-05 0.00167004 0.00552826
22198 22.198 -0.00323345 -0.0105064 0.00727293 8.10981e-05 0.00166999 0.00552185
22199 22.199 -0.00323345 -0.0104999 0.00726648 8.10926e-05 0.00166993 0.00551545
22200 22.2 -0.00323345 -0.0104935 0.00726003 8.1087e-05 0.00166988 0.00550907
22201 22.201 -0.00323345 -0.010487 0.00725359 8.10815e-05 0.00166982 0.00550269
22202 22.202 -0.00323345 -0.0104806 0.00724717 8.1076e-05 0.00166976 0.00549633
22203 22.203 -0.00323345 -0.0104742 0.00724076 8.10704e-05 0.00166971 0.00548998
22204 22.204 -0.00323345 -0.0104678 0.00723436 8.10649e-05 0.00166965 0.00548365
22205 22.205 -0.00323345 -0.0104614 0.00722798 8.10594e-05 0.00166959 0.00547732
22206 22.206 -0.00323345 -0.0104551 0.0072216 8.10538e-05 0.00166954 0.00547101
22207 22.207 -0.00323345 -0.0104487 0.00721524 8.10483e-05 0.00166948 0.00546471
22208 22.208 -0.00323346 -0.0104423 0.00720889 8.10427e-05 0.00166943 0.00545842
22209 22.209 -0.00323346 -0.010436 0.00720255 8.10372e-05 0.00166937 0.00545214
22210 22.21 -0.00323346 -0.0104297 0.00719622 8.10317e-05 0.00166931 0.00544588
22211 22.211 -0.00323346 -0.0104234 0.00718991 8.10262e-05 0.00166926 0.00543962
22212 22.212 -0.00323346 -0.0104171 0.00718361 8.10206e-05 0.0016692 0.00543338
22213 22.213 -0.00323346 -0.0104108 0.00717731 8.10151e-05 0.00166915 0.00542715
22214 22.214 -0.00323346 -0.0104045 0.00717103 8.10096e-05 0.00166909 0.00542094
22215 22.215 -0.00323346 -0.0103982 0.00716477 8.10041e-05 0.00166903 0.00541473
22216 22.216 -0.00323346 -0.010392 0.00715851 8.09985e-05 0.00166898 0.00540853
22217 22.217 -0.00323347 -0.0103857 0.00715226 8.0993e-05 0.00166892 0.00540235
22218 22.218 -0.00323347 -0.0103795 0.00714603 8.09875e-05 0.00166887 0.00539618
22219 22.219 -0.00323347 -0.0103733 0.00713981 8.0982e-05 0.00166881 0.00539002
22220 22.22 -0.00323347 -0.0103671 0.0071336 8.09765e-05 0.00166875 0.00538387
22221 22.221 -0.00323347 -0.0103609 0.0071274 8.0971e-05 0.0016687 0.00537773
22222 22.222 -0.00323347 -0.0103547 0.00712121 8.09654e-05 0.00166864 0.00537161
22223 22.223 -0.00323347 -0.0103485 0.00711504 8.09599e-05 0.00166858 0.00536549
22224 22.224 -0.00323347 -0.0103423 0.00710887 8.09544e-05 0.00166853 0.00535939
22225 22.225 -0.00323347 -0.0103362 0.00710272 8.09489e-05 0.00166847 0.0053533
22226 22.226 -0.00323347 -0.0103301 0.00709658 8.09434e-05 0.00166842 0.00534722
22227 22.227 -0.00323348 -0.0103239 0.00709045 8.09379e-05 0.00166836 0.00534115
22228 22.228 -0.00323348 -0.0103178 0.00708433 8.09324e-05 0.0016683 0.00533509
22229 22.229 -0.00323348 -0.0103117 0.00707822 8.09269e-05 0.00166825 0.00532904
22230 22.23 -0.00323348 -0.0103056 0.00707212 8.09214e-05 0.00166819 0.00532301
22231 22.231 -0.00323348 -0.0102995 0.00706603 8.09159e-05 0.00166814 0.00531698
22232 22.232 -0.00323348 -0.0102934 0.00705996 8.09104e-05 0.00166808 0.00531097
22233 22.233 -0.00323348 -0.0102874 0.0070539 8.09049e-05 0.00166803 0.00530497
22234 22.234 -0.00323348 -0.0102813 0.00704784 8.08994e-05 0.00166797 0.00529897
22235 22.235 -0.00323348 -0.0102753 0.0070418 8.08939e-05 0.00166791 0.00529299
22236 22.236 -0.00323348 -0.0102693 0.00703577 8.08884e-05 0.00166786 0.00528702
22237 22.237 -0.00323348 -0.0102632 0.00702975 8.08829e-05 0.0016678 0.00528107
22238 22.238 -0.00323349 -0.0102572 0.00702374 8.08774e-05 0.00166775 0.00527512
22239 22.239 -0.00323349 -0.0102512 0.00701774 8.08719e-05 0.00166769 0.00526918
22240 22.24 -0.00323349 -0.0102452 0.00701176 8.08665e-05 0.00166763 0.00526326
22241 22.241 -0.00323349 -0.0102393 0.00700578 8.0861e-05 0.00166758 0.00525734
22242 22.242 -0.00323349 -0.0102333 0.00699981 8.08555e-05 0.00166752 0.00525144
22243 22.243 -0.00323349 -0.0102273 0.00699386 8.085e-05 0.00166747 0.00524554
22244 22.244 -0.00323349 -0.0102214 0.00698792 8.08445e-05 0.00166741 0.00523966
22245 22.245 -0.00323349 -0.0102155 0.00698198 8.0839e-05 0.00166735 0.00523379
22246 22.246 -0.00323349 -0.0102096 0.00697606 8.08336e-05 0.0016673 0.00522793
22247 22.247 -0.00323349 -0.0102036 0.00697015 8.08281e-05 0.00166724 0.00522208
22248 22.248 -0.00323349 -0.0101977 0.00696425 8.08226e-05 0.00166719 0.00521624
22249 22.249 -0.0032335 -0.0101919 0.00695836 8.08171e-05 0.00166713 0.00521041
22250 22.25 -0.0032335 -0.010186 0.00695248 8.08117e-05 0.00166707 0.00520459
22251 22.251 -0.0032335 -0.0101801 0.00694661 8.08062e-05 0.00166702 0.00519878
22252 22.252 -0.0032335 -0.0101742 0.00694075 8.08007e-05 0.00166696 0.00519298
22253 22.253 -0.0032335 -0.0101684 0.0069349 8.07953e-05 0.00166691 0.0051872
22254 22.254 -0.0032335 -0.0101626 0.00692906 8.07898e-05 0.00166685 0.00518142
22255 22.255 -0.0032335 -0.0101567 0.00692323 8.07843e-05 0.0016668 0.00517565
22256 22.256 -0.0032335 -0.0101509 0.00691741 8.07789e-05 0.00166674 0.0051699
22257 22.257 -0.0032335 -0.0101451 0.00691161 8.07734e-05 0.00166668 0.00516415
22258 22.258 -0.0032335 -0.0101393 0.00690581 8.0768e-05 0.00166663 0.00515841
22259 22.259 -0.0032335 -0.0101335 0.00690002 8.07625e-05 0.00166657 0.00515269
22260 22.26 -0.00323351 -0.0101278 0.00689425 8.07571e-05 0.00166652 0.00514697
22261 22.261 -0.00323351 -0.010122 0.00688848 8.07516e-05 0.00166646 0.00514127
22262 22.262 -0.00323351 -0.0101162 0.00688273 8.07461e-05 0.00166641 0.00513558
22263 22.263 -0.00323351 -0.0101105 0.00687698 8.07407e-05 0.00166635 0.00512989
22264 22.264 -0.00323351 -0.0101048 0.00687125 8.07352e-05 0.00166629 0.00512422
22265 22.265 -0.00323351 -0.010099 0.00686552 8.07298e-05 0.00166624 0.00511855
22266 22.266 -0.00323351 -0.0100933 0.00685981 8.07244e-05 0.00166618 0.0051129
22267 22.267 -0.00323351 -0.0100876 0.0068541 8.07189e-05 0.00166613 0.00510726
22268 22.268 -0.00323351 -0.0100819 0.00684841 8.07135e-05 0.00166607 0.00510162
22269 22.269 -0.00323351 -0.0100762 0.00684272 8.0708e-05 0.00166601 0.005096
22270 22.27 -0.00323351 -0.0100706 0.00683705 8.07026e-05 0.00166596 0.00509038
22271 22.271 -0.00323351 -0.0100649 0.00683138 8.06972e-05 0.0016659 0.00508478
22272 22.272 -0.00323352 -0.0100592 0.00682573 8.06917e-05 0.00166585 0.00507919
22273 22.273 -0.00323352 -0.0100536 0.00682008 8.06863e-05 0.00166579 0.0050736
22274 22.274 -0.00323352 -0.010048 0.00681445 8.06809e-05 0.00166574 0.00506803
22275 22.275 -0.00323352 -0.0100423 0.00680882 8.06754e-05 0.00166568 0.00506247
22276 22.276 -0.00323352 -0.0100367 0.00680321 8.067e-05 0.00166563 0.00505691
22277 22.277 -0.00323352 -0.0100311 0.0067976 8.06646e-05 0.00166557 0.00505137
22278 22.278 -0.00323352 -0.0100255 0.006792 8.06591e-05 0.00166551 0.00504583
22279 22.279 -0.00323352 -0.0100199 0.00678642 8.06537e-05 0.00166546 0.00504031
22280 22.28 -0.00323352 -0.0100144 0.00678084 8.06483e-05 0.0016654 0.00503479
22281 22.281 -0.00323352 -0.0100088 0.00677528 8.06429e-05 0.00166535 0.00502929
22282 22.282 -0.00323352 -0.0100032 0.00676972 8.06375e-05 0.00166529 0.00502379
22283 22.283 -0.00323352 -0.0099977 0.00676417 8.0632e-05 0.00166524 0.0050183
22284 22.284 -0.00323353 -0.00999216 0.00675863 8.06266e-05 0.00166518 0.00501283
22285 22.285 -0.00323353 -0.00998663 0.00675311 8.06212e-05 0.00166512 0.00500736
22286 22.286 -0.00323353 -0.00998111 0.00674759 8.06158e-05 0.00166507 0.0050019
22287 22.287 -0.00323353 -0.00997561 0.00674208 8.06104e-05 0.00166501 0.00499645
22288 22.288 -0.00323353 -0.00997011 0.00673658 8.0605e-05 0.00166496 0.00499102
22289 22.289 -0.00323353 -0.00996462 0.00673109 8.05996e-05 0.0016649 0.00498559
22290 22.29 -0.00323353 -0.00995914 0.00672561 8.05942e-05 0.00166485 0.00498017
22291 22.291 -0.00323353 -0.00995367 0.00672014 8.05888e-05 0.00166479 0.00497476
22292 22.292 -0.00323353 -0.00994821 0.00671468 8.05834e-05 0.00166474 0.00496936
22293 22.293 -0.00323353 -0.00994276 0.00670922 8.0578e-05 0.00166468 0.00496397
22294 22.294 -0.00323353 -0.00993731 0.00670378 8.05726e-05 0.00166462 0.00495858
22295 22.295 -0.00323353 -0.00993188 0.00669835 8.05672e-05 0.00166457 0.00495321
22296 22.296 -0.00323353 -0.00992646 0.00669292 8.05618e-05 0.00166451 0.00494785
22297 22.297 -0.00323353 -0.00992104 0.00668751 8.05564e-05 0.00166446 0.00494249
22298 22.298 -0.00323354 -0.00991564 0.0066821 8.0551e-05 0.0016644 0.00493715
22299 22.299 -0.00323354 -0.00991024 0.00667671 8.05456e-05 0.00166435 0.00493181
22300 22.3 -0.00323354 -0.00990486 0.00667132 8.05402e-05 0.00166429 0.00492649
22301 22.301 -0.00323354 -0.00989948 0.00666594 8.05348e-05 0.00166424 0.00492117
22302 22.302 -0.00323354 -0.00989411 0.00666057 8.05294e-05 0.00166418 0.00491586
22303 22.303 -0.00323354 -0.00988875 0.00665521 8.05241e-05 0.00166412 0.00491056
22304 22.304 -0.00323354 -0.0098834 0.00664986 8.05187e-05 0.00166407 0.00490527
22305 22.305 -0.00323354 -0.00987806 0.00664452 8.05133e-05 0.00166401 0.00489999
22306 22.306 -0.00323354 -0.00987273 0.00663919 8.05079e-05 0.00166396 0.00489472
22307 22.307 -0.00323354 -0.00986741 0.00663387 8.05025e-05 0.0016639 0.00488946
22308 22.308 -0.00323354 -0.00986209 0.00662855 8.04972e-05 0.00166385 0.00488421
22309 22.309 -0.00323354 -0.00985679 0.00662325 8.04918e-05 0.00166379 0.00487896
22310 22.31 -0.00323354 -0.00985149 0.00661795 8.04864e-05 0.00166374 0.00487373
22311 22.311 -0.00323355 -0.00984621 0.00661266 8.04811e-05 0.00166368 0.0048685
22312 22.312 -0.00323355 -0.00984093 0.00660738 8.04757e-05 0.00166362 0.00486328
22313 22.313 -0.00323355 -0.00983566 0.00660212 8.04703e-05 0.00166357 0.00485808
22314 22.314 -0.00323355 -0.0098304 0.00659685 8.0465e-05 0.00166351 0.00485288
22315 22.315 -0.00323355 -0.00982515 0.0065916 8.04596e-05 0.00166346 0.00484768
22316 22.316 -0.00323355 -0.00981991 0.00658636 8.04542e-05 0.0016634 0.0048425
22317 22.317 -0.00323355 -0.00981468 0.00658113 8.04489e-05 0.00166335 0.00483733
22318 22.318 -0.00323355 -0.00980945 0.0065759 8.04435e-05 0.00166329 0.00483217
22319 22.319 -0.00323355 -0.00980424 0.00657068 8.04382e-05 0.00166324 0.00482701
22320 22.32 -0.00323355 -0.00979903 0.00656548 8.04328e-05 0.00166318 0.00482186
22321 22.321 -0.00323355 -0.00979383 0.00656028 8.04275e-05 0.00166313 0.00481672
22322 22.322 -0.00323355 -0.00978864 0.00655509 8.04221e-05 0.00166307 0.0048116
22323 22.323 -0.00323355 -0.00978346 0.00654991 8.04168e-05 0.00166302 0.00480647
22324 22.324 -0.00323355 -0.00977829 0.00654473 8.04114e-05 0.00166296 0.00480136
22325 22.325 -0.00323355 -0.00977312 0.00653957 8.04061e-05 0.0016629 0.00479626
22326 22.326 -0.00323356 -0.00976797 0.00653441 8.04008e-05 0.00166285 0.00479116
22327 22.327 -0.00323356 -0.00976282 0.00652927 8.03954e-05 0.00166279 0.00478608
22328 22.328 -0.00323356 -0.00975769 0.00652413 8.03901e-05 0.00166274 0.004781
22329 22.329 -0.00323356 -0.00975256 0.006519 8.03847e-05 0.00166268 0.00477593
22330 22.33 -0.00323356 -0.00974744 0.00651388 8.03794e-05 0.00166263 0.00477087
22331 22.331 -0.00323356 -0.00974232 0.00650876 8.03741e-05 0.00166257 0.00476582
22332 22.332 -0.00323356 -0.00973722 0.00650366 8.03687e-05 0.00166252 0.00476077
22333 22.333 -0.00323356 -0.00973212 0.00649856 8.03634e-05 0.00166246 0.00475574
22334 22.334 -0.00323356 -0.00972704 0.00649348 8.03581e-05 0.00166241 0.00475071
22335 22.335 -0.00323356 -0.00972196 0.0064884 8.03528e-05 0.00166235 0.00474569
22336 22.336 -0.00323356 -0.00971689 0.00648333 8.03474e-05 0.0016623 0.00474068
22337 22.337 -0.00323356 -0.00971183 0.00647827 8.03421e-05 0.00166224 0.00473568
22338 22.338 -0.00323356 -0.00970678 0.00647321 8.03368e-05 0.00166219 0.00473069
22339 22.339 -0.00323356 -0.00970173 0.00646817 8.03315e-05 0.00166213 0.0047257
22340 22.34 -0.00323356 -0.00969669 0.00646313 8.03262e-05 0.00166208 0.00472073
22341 22.341 -0.00323357 -0.00969167 0.0064581 8.03208e-05 0.00166202 0.00471576
22342 22.342 -0.00323357 -0.00968665 0.00645308 8.03155e-05 0.00166196 0.0047108
22343 22.343 -0.00323357 -0.00968163 0.00644807 8.03102e-05 0.00166191 0.00470585
22344 22.344 -0.00323357 -0.00967663 0.00644306 8.03049e-05 0.00166185 0.0047009
22345 22.345 -0.00323357 -0.00967163 0.00643807 8.02996e-05 0.0016618 0.00469597
22346 22.346 -0.00323357 -0.00966665 0.00643308 8.02943e-05 0.00166174 0.00469104
22347 22.347 -0.00323357 -0.00966167 0.0064281 8.0289e-05 0.00166169 0.00468612
22348 22.348 -0.00323357 -0.0096567 0.00642313 8.02837e-05 0.00166163 0.00468121
22349 22.349 -0.00323357 -0.00965174 0.00641817 8.02784e-05 0.00166158 0.00467631
22350 22.35 -0.00323357 -0.00964678 0.00641321 8.02731e-05 0.00166152 0.00467141
22351 22.351 -0.00323357 -0.00964183 0.00640826 8.02678e-05 0.00166147 0.00466653
22352 22.352 -0.00323357 -0.0096369 0.00640332 8.02625e-05 0.00166141 0.00466165
22353 22.353 -0.00323357 -0.00963197 0.00639839 8.02572e-05 0.00166136 0.00465678
22354 22.354 -0.00323357 -0.00962704 0.00639347 8.02519e-05 0.0016613 0.00465192
22355 22.355 -0.00323357 -0.00962213 0.00638855 8.02466e-05 0.00166125 0.00464706
22356 22.356 -0.00323357 -0.00961722 0.00638365 8.02414e-05 0.00166119 0.00464221
22357 22.357 -0.00323357 -0.00961232 0.00637875 8.02361e-05 0.00166114 0.00463738
22358 22.358 -0.00323358 -0.00960743 0.00637386 8.02308e-05 0.00166108 0.00463255
22359 22.359 -0.00323358 -0.00960255 0.00636897 8.02255e-05 0.00166103 0.00462772
22360 22.36 -0.00323358 -0.00959768 0.0063641 8.02202e-05 0.00166097 0.00462291
22361 22.361 -0.00323358 -0.00959281 0.00635923 8.0215e-05 0.00166092 0.0046181
22362 22.362 -0.00323358 -0.00958795 0.00635437 8.02097e-05 0.00166086 0.0046133
22363 22.363 -0.00323358 -0.0095831 0.00634952 8.02044e-05 0.00166081 0.00460851
22364 22.364 -0.00323358 -0.00957826 0.00634468 8.01991e-05 0.00166075 0.00460373
22365 22.365 -0.00323358 -0.00957342 0.00633984 8.01939e-05 0.0016607 0.00459895
22366 22.366 -0.00323358 -0.00956859 0.00633501 8.01886e-05 0.00166064 0.00459418
22367 22.367 -0.00323358 -0.00956377 0.00633019 8.01833e-05 0.00166059 0.00458942
22368 22.368 -0.00323358 -0.00955896 0.00632538 8.01781e-05 0.00166053 0.00458467
22369 22.369 -0.00323358 -0.00955416 0.00632057 8.01728e-05 0.00166048 0.00457993
22370 22.37 -0.00323358 -0.00954936 0.00631578 8.01675e-05 0.00166042 0.00457519
22371 22.371 -0.00323358 -0.00954457 0.00631099 8.01623e-05 0.00166037 0.00457046
22372 22.372 -0.00323358 -0.00953979 0.00630621 8.0157e-05 0.00166031 0.00456574
22373 22.373 -0.00323358 -0.00953502 0.00630143 8.01518e-05 0.00166025 0.00456102
22374 22.374 -0.00323358 -0.00953025 0.00629666 8.01465e-05 0.0016602 0.00455632
22375 22.375 -0.00323359 -0.00952549 0.00629191 8.01413e-05 0.00166014 0.00455162
22376 22.376 -0.00323359 -0.00952074 0.00628715 8.0136e-05 0.00166009 0.00454693
22377 22.377 -0.00323359 -0.009516 0.00628241 8.01308e-05 0.00166003 0.00454224
22378 22.378 -0.00323359 -0.00951126 0.00627767 8.01255e-05 0.00165998 0.00453757
22379 22.379 -0.00323359 -0.00950653 0.00627295 8.01203e-05 0.00165992 0.0045329
22380 22.38 -0.00323359 -0.00950181 0.00626822 8.01151e-05 0.00165987 0.00452824
22381 22.381 -0.00323359 -0.0094971 0.00626351 8.01098e-05 0.00165981 0.00452359
22382 22.382 -0.00323359 -0.00949239 0.0062588 8.01046e-05 0.00165976 0.00451894
22383 22.383 -0.00323359 -0.0094877 0.00625411 8.00993e-05 0.0016597 0.0045143
