Label_1,Label_2,Distance
0,0,0
0,1,0.707107
0,2,0.707107
0,3,0.707107
0,13,0.707107
0,14,0.707107
0,49,0.707107
0,51,0.707107
0,61,0.707107
0,194,0.707107
0,195,0.707107
0,206,0.707107
0,243,0.707107
1,0,0.707107
1,1,0
1,2,0.707107
1,3,0.707107
1,4,0.707107
1,7,0.707107
1,16,0.707107
1,18,0.707107
1,20,0.707107
1,194,0.707107
1,195,0.707107
1,199,0.707107
1,210,0.707107
2,0,0.707107
2,1,0.707107
2,2,0
2,3,0.707107
2,4,0.707107
2,7,0.707107
2,49,0.707107
2,51,0.707107
2,55,0.707107
2,64,0.707107
2,65,0.707107
2,68,0.707107
2,113,0.707107
3,0,0.707107
3,1,0.707107
3,2,0.707107
3,3,0
3,13,0.707107
3,14,0.707107
3,16,0.707107
3,18,0.707107
3,30,0.707107
3,64,0.707107
3,65,0.707107
3,77,0.707107
3,80,0.707107
4,1,0.707107
4,2,0.707107
4,4,0
4,5,0.707107
4,6,0.707107
4,7,0.707107
4,49,0.707107
4,53,0.707107
4,55,0.707107
4,194,0.707107
4,198,0.707107
4,199,0.707107
4,247,0.707107
5,4,0.707107
5,5,0
5,6,0.707107
5,7,0.707107
5,8,0.707107
5,11,0.707107
5,20,0.707107
5,22,0.707107
5,24,0.707107
5,198,0.707107
5,199,0.707107
5,203,0.707107
5,214,0.707107
6,4,0.707107
6,5,0.707107
6,6,0
6,7,0.707107
6,8,0.707107
6,11,0.707107
6,53,0.707107
6,55,0.707107
6,59,0.707107
6,68,0.707107
6,69,0.707107
6,72,0.707107
6,117,0.707107
7,1,0.707107
7,2,0.707107
7,4,0.707107
7,5,0.707107
7,6,0.707107
7,7,0
7,18,0.707107
7,20,0.707107
7,22,0.707107
7,65,0.707107
7,68,0.707107
7,69,0.707107
7,84,0.707107
8,5,0.707107
8,6,0.707107
8,8,0
8,9,0.707107
8,10,0.707107
8,11,0.707107
8,53,0.707107
8,57,0.707107
8,59,0.707107
8,198,0.707107
8,202,0.707107
8,203,0.707107
8,251,0.707107
9,8,0.707107
9,9,0
9,10,0.707107
9,11,0.707107
9,12,0.707107
9,15,0.707107
9,24,0.707107
9,26,0.707107
9,28,0.707107
9,202,0.707107
9,203,0.707107
9,207,0.707107
9,218,0.707107
10,8,0.707107
10,9,0.707107
10,10,0
10,11,0.707107
10,12,0.707107
10,15,0.707107
10,57,0.707107
10,59,0.707107
10,63,0.707107
10,72,0.707107
10,73,0.707107
10,76,0.707107
10,121,0.707107
11,5,0.707107
11,6,0.707107
11,8,0.707107
11,9,0.707107
11,10,0.707107
11,11,0
11,22,0.707107
11,24,0.707107
11,26,0.707107
11,69,0.707107
11,72,0.707107
11,73,0.707107
11,88,0.707107
12,9,0.707107
12,10,0.707107
12,12,0
12,13,0.707107
12,14,0.707107
12,15,0.707107
12,57,0.707107
12,61,0.707107
12,63,0.707107
12,202,0.707107
12,206,0.707107
12,207,0.707107
12,255,0.707107
13,0,0.707107
13,3,0.707107
13,12,0.707107
13,13,0
13,14,0.707107
13,15,0.707107
13,16,0.707107
13,28,0.707107
13,30,0.707107
13,195,0.707107
13,206,0.707107
13,207,0.707107
13,222,0.707107
14,0,0.707107
14,3,0.707107
14,12,0.707107
14,13,0.707107
14,14,0
14,15,0.707107
14,51,0.707107
14,61,0.707107
14,63,0.707107
14,64,0.707107
14,76,0.707107
14,77,0.707107
14,125,0.707107
15,9,0.707107
15,10,0.707107
15,12,0.707107
15,13,0.707107
15,14,0.707107
15,15,0
15,26,0.707107
15,28,0.707107
15,30,0.707107
15,73,0.707107
15,76,0.707107
15,77,0.707107
15,92,0.707107
16,1,0.707107
16,3,0.707107
16,13,0.707107
16,16,0
16,17,0.707107
16,18,0.707107
16,19,0.707107
16,29,0.707107
16,30,0.707107
16,195,0.707107
16,210,0.707107
16,211,0.707107
16,222,0.707107
17,16,0.707107
17,17,0
17,18,0.707107
17,19,0.707107
17,20,0.707107
17,23,0.707107
17,32,0.707107
17,34,0.707107
17,36,0.707107
17,210,0.707107
17,211,0.707107
17,215,0.707107
17,226,0.707107
18,1,0.707107
18,3,0.707107
18,7,0.707107
18,16,0.707107
18,17,0.707107
18,18,0
18,19,0.707107
18,20,0.707107
18,23,0.707107
18,65,0.707107
18,80,0.707107
18,81,0.707107
18,84,0.707107
19,16,0.707107
19,17,0.707107
19,18,0.707107
19,19,0
19,29,0.707107
19,30,0.707107
19,32,0.707107
19,34,0.707107
19,46,0.707107
19,80,0.707107
19,81,0.707107
19,93,0.707107
19,96,0.707107
20,1,0.707107
20,5,0.707107
20,7,0.707107
20,17,0.707107
20,18,0.707107
20,20,0
20,21,0.707107
20,22,0.707107
20,23,0.707107
20,199,0.707107
20,210,0.707107
20,214,0.707107
20,215,0.707107
21,20,0.707107
21,21,0
21,22,0.707107
21,23,0.707107
21,24,0.707107
21,27,0.707107
21,36,0.707107
21,38,0.707107
21,40,0.707107
21,214,0.707107
21,215,0.707107
21,219,0.707107
21,230,0.707107
22,5,0.707107
22,7,0.707107
22,11,0.707107
22,20,0.707107
22,21,0.707107
22,22,0
22,23,0.707107
22,24,0.707107
22,27,0.707107
22,69,0.707107
22,84,0.707107
22,85,0.707107
22,88,0.707107
23,17,0.707107
23,18,0.707107
23,20,0.707107
23,21,0.707107
23,22,0.707107
23,23,0
23,34,0.707107
23,36,0.707107
23,38,0.707107
23,81,0.707107
23,84,0.707107
23,85,0.707107
23,100,0.707107
24,5,0.707107
24,9,0.707107
24,11,0.707107
24,21,0.707107
24,22,0.707107
24,24,0
24,25,0.707107
24,26,0.707107
24,27,0.707107
24,203,0.707107
24,214,0.707107
24,218,0.707107
24,219,0.707107
25,24,0.707107
25,25,0
25,26,0.707107
25,27,0.707107
25,28,0.707107
25,31,0.707107
25,40,0.707107
25,42,0.707107
25,44,0.707107
25,218,0.707107
25,219,0.707107
25,223,0.707107
25,234,0.707107
26,9,0.707107
26,11,0.707107
26,15,0.707107
26,24,0.707107
26,25,0.707107
26,26,0
26,27,0.707107
26,28,0.707107
26,31,0.707107
26,73,0.707107
26,88,0.707107
26,89,0.707107
26,92,0.707107
27,21,0.707107
27,22,0.707107
27,24,0.707107
27,25,0.707107
27,26,0.707107
27,27,0
27,38,0.707107
27,40,0.707107
27,42,0.707107
27,85,0.707107
27,88,0.707107
27,89,0.707107
27,104,0.707107
28,9,0.707107
28,13,0.707107
28,15,0.707107
28,25,0.707107
28,26,0.707107
28,28,0
28,29,0.707107
28,30,0.707107
28,31,0.707107
28,207,0.707107
28,218,0.707107
28,222,0.707107
28,223,0.707107
29,16,0.707107
29,19,0.707107
29,28,0.707107
29,29,0
29,30,0.707107
29,31,0.707107
29,32,0.707107
29,44,0.707107
29,46,0.707107
29,211,0.707107
29,222,0.707107
29,223,0.707107
29,238,0.707107
30,3,0.707107
30,13,0.707107
30,15,0.707107
30,16,0.707107
30,19,0.707107
30,28,0.707107
30,29,0.707107
30,30,0
30,31,0.707107
30,77,0.707107
30,80,0.707107
30,92,0.707107
30,93,0.707107
31,25,0.707107
31,26,0.707107
31,28,0.707107
31,29,0.707107
31,30,0.707107
31,31,0
31,42,0.707107
31,44,0.707107
31,46,0.707107
31,89,0.707107
31,92,0.707107
31,93,0.707107
31,108,0.707107
32,17,0.707107
32,19,0.707107
32,29,0.707107
32,32,0
32,33,0.707107
32,34,0.707107
32,35,0.707107
32,45,0.707107
32,46,0.707107
32,211,0.707107
32,226,0.707107
32,227,0.707107
32,238,0.707107
33,32,0.707107
33,33,0
33,34,0.707107
33,35,0.707107
33,36,0.707107
33,39,0.707107
33,48,0.707107
33,50,0.707107
33,52,0.707107
33,226,0.707107
33,227,0.707107
33,231,0.707107
33,242,0.707107
34,17,0.707107
34,19,0.707107
34,23,0.707107
34,32,0.707107
34,33,0.707107
34,34,0
34,35,0.707107
34,36,0.707107
34,39,0.707107
34,81,0.707107
34,96,0.707107
34,97,0.707107
34,100,0.707107
35,32,0.707107
35,33,0.707107
35,34,0.707107
35,35,0
35,45,0.707107
35,46,0.707107
35,48,0.707107
35,50,0.707107
35,62,0.707107
35,96,0.707107
35,97,0.707107
35,109,0.707107
35,112,0.707107
36,17,0.707107
36,21,0.707107
36,23,0.707107
36,33,0.707107
36,34,0.707107
36,36,0
36,37,0.707107
36,38,0.707107
36,39,0.707107
36,215,0.707107
36,226,0.707107
36,230,0.707107
36,231,0.707107
37,36,0.707107
37,37,0
37,38,0.707107
37,39,0.707107
37,40,0.707107
37,43,0.707107
37,52,0.707107
37,54,0.707107
37,56,0.707107
37,230,0.707107
37,231,0.707107
37,235,0.707107
37,246,0.707107
38,21,0.707107
38,23,0.707107
38,27,0.707107
38,36,0.707107
38,37,0.707107
38,38,0
38,39,0.707107
38,40,0.707107
38,43,0.707107
38,85,0.707107
38,100,0.707107
38,101,0.707107
38,104,0.707107
39,33,0.707107
39,34,0.707107
39,36,0.707107
39,37,0.707107
39,38,0.707107
39,39,0
39,50,0.707107
39,52,0.707107
39,54,0.707107
39,97,0.707107
39,100,0.707107
39,101,0.707107
39,116,0.707107
40,21,0.707107
40,25,0.707107
40,27,0.707107
40,37,0.707107
40,38,0.707107
40,40,0
40,41,0.707107
40,42,0.707107
40,43,0.707107
40,219,0.707107
40,230,0.707107
40,234,0.707107
40,235,0.707107
41,40,0.707107
41,41,0
41,42,0.707107
41,43,0.707107
41,44,0.707107
41,47,0.707107
41,56,0.707107
41,58,0.707107
41,60,0.707107
41,234,0.707107
41,235,0.707107
41,239,0.707107
41,250,0.707107
42,25,0.707107
42,27,0.707107
42,31,0.707107
42,40,0.707107
42,41,0.707107
42,42,0
42,43,0.707107
42,44,0.707107
42,47,0.707107
42,89,0.707107
42,104,0.707107
42,105,0.707107
42,108,0.707107
43,37,0.707107
43,38,0.707107
43,40,0.707107
43,41,0.707107
43,42,0.707107
43,43,0
43,54,0.707107
43,56,0.707107
43,58,0.707107
43,101,0.707107
43,104,0.707107
43,105,0.707107
43,120,0.707107
44,25,0.707107
44,29,0.707107
44,31,0.707107
44,41,0.707107
44,42,0.707107
44,44,0
44,45,0.707107
44,46,0.707107
44,47,0.707107
44,223,0.707107
44,234,0.707107
44,238,0.707107
44,239,0.707107
45,32,0.707107
45,35,0.707107
45,44,0.707107
45,45,0
45,46,0.707107
45,47,0.707107
45,48,0.707107
45,60,0.707107
45,62,0.707107
45,227,0.707107
45,238,0.707107
45,239,0.707107
45,254,0.707107
46,19,0.707107
46,29,0.707107
46,31,0.707107
46,32,0.707107
46,35,0.707107
46,44,0.707107
46,45,0.707107
46,46,0
46,47,0.707107
46,93,0.707107
46,96,0.707107
46,108,0.707107
46,109,0.707107
47,41,0.707107
47,42,0.707107
47,44,0.707107
47,45,0.707107
47,46,0.707107
47,47,0
47,58,0.707107
47,60,0.707107
47,62,0.707107
47,105,0.707107
47,108,0.707107
47,109,0.707107
47,124,0.707107
48,33,0.707107
48,35,0.707107
48,45,0.707107
48,48,0
48,49,0.707107
48,50,0.707107
48,51,0.707107
48,61,0.707107
48,62,0.707107
48,227,0.707107
48,242,0.707107
48,243,0.707107
48,254,0.707107
49,0,0.707107
49,2,0.707107
49,4,0.707107
49,48,0.707107
49,49,0
49,50,0.707107
49,51,0.707107
49,52,0.707107
49,55,0.707107
49,194,0.707107
49,242,0.707107
49,243,0.707107
49,247,0.707107
50,33,0.707107
50,35,0.707107
50,39,0.707107
50,48,0.707107
50,49,0.707107
50,50,0
50,51,0.707107
50,52,0.707107
50,55,0.707107
50,97,0.707107
50,112,0.707107
50,113,0.707107
50,116,0.707107
51,0,0.707107
51,2,0.707107
51,14,0.707107
51,48,0.707107
51,49,0.707107
51,50,0.707107
51,51,0
51,61,0.707107
51,62,0.707107
51,64,0.707107
51,112,0.707107
51,113,0.707107
51,125,0.707107
52,33,0.707107
52,37,0.707107
52,39,0.707107
52,49,0.707107
52,50,0.707107
52,52,0
52,53,0.707107
52,54,0.707107
52,55,0.707107
52,231,0.707107
52,242,0.707107
52,246,0.707107
52,247,0.707107
53,4,0.707107
53,6,0.707107
53,8,0.707107
53,52,0.707107
53,53,0
53,54,0.707107
53,55,0.707107
53,56,0.707107
53,59,0.707107
53,198,0.707107
53,246,0.707107
53,247,0.707107
53,251,0.707107
54,37,0.707107
54,39,0.707107
54,43,0.707107
54,52,0.707107
54,53,0.707107
54,54,0
54,55,0.707107
54,56,0.707107
54,59,0.707107
54,101,0.707107
54,116,0.707107
54,117,0.707107
54,120,0.707107
55,2,0.707107
55,4,0.707107
55,6,0.707107
55,49,0.707107
55,50,0.707107
55,52,0.707107
55,53,0.707107
55,54,0.707107
55,55,0
55,68,0.707107
55,113,0.707107
55,116,0.707107
55,117,0.707107
56,37,0.707107
56,41,0.707107
56,43,0.707107
56,53,0.707107
56,54,0.707107
56,56,0
56,57,0.707107
56,58,0.707107
56,59,0.707107
56,235,0.707107
56,246,0.707107
56,250,0.707107
56,251,0.707107
57,8,0.707107
57,10,0.707107
57,12,0.707107
57,56,0.707107
57,57,0
57,58,0.707107
57,59,0.707107
57,60,0.707107
57,63,0.707107
57,202,0.707107
57,250,0.707107
57,251,0.707107
57,255,0.707107
58,41,0.707107
58,43,0.707107
58,47,0.707107
58,56,0.707107
58,57,0.707107
58,58,0
58,59,0.707107
58,60,0.707107
58,63,0.707107
58,105,0.707107
58,120,0.707107
58,121,0.707107
58,124,0.707107
59,6,0.707107
59,8,0.707107
59,10,0.707107
59,53,0.707107
59,54,0.707107
59,56,0.707107
59,57,0.707107
59,58,0.707107
59,59,0
59,72,0.707107
59,117,0.707107
59,120,0.707107
59,121,0.707107
60,41,0.707107
60,45,0.707107
60,47,0.707107
60,57,0.707107
60,58,0.707107
60,60,0
60,61,0.707107
60,62,0.707107
60,63,0.707107
60,239,0.707107
60,250,0.707107
60,254,0.707107
60,255,0.707107
61,0,0.707107
61,12,0.707107
61,14,0.707107
61,48,0.707107
61,51,0.707107
61,60,0.707107
61,61,0
61,62,0.707107
61,63,0.707107
61,206,0.707107
61,243,0.707107
61,254,0.707107
61,255,0.707107
62,35,0.707107
62,45,0.707107
62,47,0.707107
62,48,0.707107
62,51,0.707107
62,60,0.707107
62,61,0.707107
62,62,0
62,63,0.707107
62,109,0.707107
62,112,0.707107
62,124,0.707107
62,125,0.707107
63,10,0.707107
63,12,0.707107
63,14,0.707107
63,57,0.707107
63,58,0.707107
63,60,0.707107
63,61,0.707107
63,62,0.707107
63,63,0
63,76,0.707107
63,121,0.707107
63,124,0.707107
63,125,0.707107
64,2,0.707107
64,3,0.707107
64,14,0.707107
64,51,0.707107
64,64,0
64,65,0.707107
64,66,0.707107
64,67,0.707107
64,77,0.707107
64,78,0.707107
64,113,0.707107
64,115,0.707107
64,125,0.707107
65,2,0.707107
65,3,0.707107
65,7,0.707107
65,18,0.707107
65,64,0.707107
65,65,0
65,66,0.707107
65,67,0.707107
65,68,0.707107
65,71,0.707107
65,80,0.707107
65,82,0.707107
65,84,0.707107
66,64,0.707107
66,65,0.707107
66,66,0
66,67,0.707107
66,68,0.707107
66,71,0.707107
66,113,0.707107
66,115,0.707107
66,119,0.707107
66,128,0.707107
66,129,0.707107
66,132,0.707107
66,177,0.707107
67,64,0.707107
67,65,0.707107
67,66,0.707107
67,67,0
67,77,0.707107
67,78,0.707107
67,80,0.707107
67,82,0.707107
67,94,0.707107
67,128,0.707107
67,129,0.707107
67,141,0.707107
67,144,0.707107
68,2,0.707107
68,6,0.707107
68,7,0.707107
68,55,0.707107
68,65,0.707107
68,66,0.707107
68,68,0
68,69,0.707107
68,70,0.707107
68,71,0.707107
68,113,0.707107
68,117,0.707107
68,119,0.707107
69,6,0.707107
69,7,0.707107
69,11,0.707107
69,22,0.707107
69,68,0.707107
69,69,0
69,70,0.707107
69,71,0.707107
69,72,0.707107
69,75,0.707107
69,84,0.707107
69,86,0.707107
69,88,0.707107
70,68,0.707107
70,69,0.707107
70,70,0
70,71,0.707107
70,72,0.707107
70,75,0.707107
70,117,0.707107
70,119,0.707107
70,123,0.707107
70,132,0.707107
70,133,0.707107
70,136,0.707107
70,181,0.707107
71,65,0.707107
71,66,0.707107
71,68,0.707107
71,69,0.707107
71,70,0.707107
71,71,0
71,82,0.707107
71,84,0.707107
71,86,0.707107
71,129,0.707107
71,132,0.707107
71,133,0.707107
71,148,0.707107
72,6,0.707107
72,10,0.707107
72,11,0.707107
72,59,0.707107
72,69,0.707107
72,70,0.707107
72,72,0
72,73,0.707107
72,74,0.707107
72,75,0.707107
72,117,0.707107
72,121,0.707107
72,123,0.707107
73,10,0.707107
73,11,0.707107
73,15,0.707107
73,26,0.707107
73,72,0.707107
73,73,0
73,74,0.707107
73,75,0.707107
73,76,0.707107
73,79,0.707107
73,88,0.707107
73,90,0.707107
73,92,0.707107
74,72,0.707107
74,73,0.707107
74,74,0
74,75,0.707107
74,76,0.707107
74,79,0.707107
74,121,0.707107
74,123,0.707107
74,127,0.707107
74,136,0.707107
74,137,0.707107
74,140,0.707107
74,185,0.707107
75,69,0.707107
75,70,0.707107
75,72,0.707107
75,73,0.707107
75,74,0.707107
75,75,0
75,86,0.707107
75,88,0.707107
75,90,0.707107
75,133,0.707107
75,136,0.707107
75,137,0.707107
75,152,0.707107
76,10,0.707107
76,14,0.707107
76,15,0.707107
76,63,0.707107
76,73,0.707107
76,74,0.707107
76,76,0
76,77,0.707107
76,78,0.707107
76,79,0.707107
76,121,0.707107
76,125,0.707107
76,127,0.707107
77,3,0.707107
77,14,0.707107
77,15,0.707107
77,30,0.707107
77,64,0.707107
77,67,0.707107
77,76,0.707107
77,77,0
77,78,0.707107
77,79,0.707107
77,80,0.707107
77,92,0.707107
77,94,0.707107
78,64,0.707107
78,67,0.707107
78,76,0.707107
78,77,0.707107
78,78,0
78,79,0.707107
78,115,0.707107
78,125,0.707107
78,127,0.707107
78,128,0.707107
78,140,0.707107
78,141,0.707107
78,189,0.707107
79,73,0.707107
79,74,0.707107
79,76,0.707107
79,77,0.707107
79,78,0.707107
79,79,0
79,90,0.707107
79,92,0.707107
79,94,0.707107
79,137,0.707107
79,140,0.707107
79,141,0.707107
79,156,0.707107
80,3,0.707107
80,18,0.707107
80,19,0.707107
80,30,0.707107
80,65,0.707107
80,67,0.707107
80,77,0.707107
80,80,0
80,81,0.707107
80,82,0.707107
80,83,0.707107
80,93,0.707107
80,94,0.707107
81,18,0.707107
81,19,0.707107
81,23,0.707107
81,34,0.707107
81,80,0.707107
81,81,0
81,82,0.707107
81,83,0.707107
81,84,0.707107
81,87,0.707107
81,96,0.707107
81,98,0.707107
81,100,0.707107
82,65,0.707107
82,67,0.707107
82,71,0.707107
82,80,0.707107
82,81,0.707107
82,82,0
82,83,0.707107
82,84,0.707107
82,87,0.707107
82,129,0.707107
82,144,0.707107
82,145,0.707107
82,148,0.707107
83,80,0.707107
83,81,0.707107
83,82,0.707107
83,83,0
83,93,0.707107
83,94,0.707107
83,96,0.707107
83,98,0.707107
83,110,0.707107
83,144,0.707107
83,145,0.707107
83,157,0.707107
83,160,0.707107
84,7,0.707107
84,18,0.707107
84,22,0.707107
84,23,0.707107
84,65,0.707107
84,69,0.707107
84,71,0.707107
84,81,0.707107
84,82,0.707107
84,84,0
84,85,0.707107
84,86,0.707107
84,87,0.707107
85,22,0.707107
85,23,0.707107
85,27,0.707107
85,38,0.707107
85,84,0.707107
85,85,0
85,86,0.707107
85,87,0.707107
85,88,0.707107
85,91,0.707107
85,100,0.707107
85,102,0.707107
85,104,0.707107
86,69,0.707107
86,71,0.707107
86,75,0.707107
86,84,0.707107
86,85,0.707107
86,86,0
86,87,0.707107
86,88,0.707107
86,91,0.707107
86,133,0.707107
86,148,0.707107
86,149,0.707107
86,152,0.707107
87,81,0.707107
87,82,0.707107
87,84,0.707107
87,85,0.707107
87,86,0.707107
87,87,0
87,98,0.707107
87,100,0.707107
87,102,0.707107
87,145,0.707107
87,148,0.707107
87,149,0.707107
87,164,0.707107
88,11,0.707107
88,22,0.707107
88,26,0.707107
88,27,0.707107
88,69,0.707107
88,73,0.707107
88,75,0.707107
88,85,0.707107
88,86,0.707107
88,88,0
88,89,0.707107
88,90,0.707107
88,91,0.707107
89,26,0.707107
89,27,0.707107
89,31,0.707107
89,42,0.707107
89,88,0.707107
89,89,0
89,90,0.707107
89,91,0.707107
89,92,0.707107
89,95,0.707107
89,104,0.707107
89,106,0.707107
89,108,0.707107
90,73,0.707107
90,75,0.707107
90,79,0.707107
90,88,0.707107
90,89,0.707107
90,90,0
90,91,0.707107
90,92,0.707107
90,95,0.707107
90,137,0.707107
90,152,0.707107
90,153,0.707107
90,156,0.707107
91,85,0.707107
91,86,0.707107
91,88,0.707107
91,89,0.707107
91,90,0.707107
91,91,0
91,102,0.707107
91,104,0.707107
91,106,0.707107
91,149,0.707107
91,152,0.707107
91,153,0.707107
91,168,0.707107
92,15,0.707107
92,26,0.707107
92,30,0.707107
92,31,0.707107
92,73,0.707107
92,77,0.707107
92,79,0.707107
92,89,0.707107
92,90,0.707107
92,92,0
92,93,0.707107
92,94,0.707107
92,95,0.707107
93,19,0.707107
